action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_2,applicant_race_3,applicant_race_4,applicant_race_5,applicant_race_name_1,applicant_race_name_2,applicant_race_name_3,applicant_race_name_4,applicant_race_name_5,applicant_sex,applicant_sex_name,application_date_indicator,as_of_year,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_2,co_applicant_race_3,co_applicant_race_4,co_applicant_race_5,co_applicant_race_name_1,co_applicant_race_name_2,co_applicant_race_name_3,co_applicant_race_name_4,co_applicant_race_name_5,co_applicant_sex,co_applicant_sex_name,county_code,county_name,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_name_1,denial_reason_name_2,denial_reason_name_3,edit_status,edit_status_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,msamd,msamd_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,respondent_id,sequence_number,state_code,state_abbr,state_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,rate_spread,tract_to_msamd_income
3,Application denied by financial institution,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,62.0,5,,,,,White,,,,,1,Male,0,2012,617.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,91.0,Lenawee County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000060509,112,26,MI,Michigan,52100.0,158,2853.0,2418.0,21.75,9776.0,,124.79000091552734
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",37.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,3,"Information not provided by applicant in mail, Internet, or telephone application",0,2012,207.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,33.0,King County,3.0,1.0,,Credit history,Debt-to-income ratio,,,,2,Not a HOEPA loan,3,Not secured by a lien,2,Home improvement,1,Conventional,42644.0,"Seattle, Bellevue, Everett - WA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000451965,3013895,53,WA,Washington,88000.0,3,1148.0,838.0,37.709999084472656,3569.0,,88.86000061035156
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,18.0,5,,,,,White,,,,,2,Female,0,2012,210.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,7.0,Benton County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,22220.0,"Fayetteville, Springdale, Rogers - AR, MO",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000311845,1416,5,AR,Arkansas,58200.0,20,1795.0,1236.0,13.970000267028807,5167.0,,83.37999725341797
1,Loan originated,7,HUD,Department of Housing and Urban Development,3,"Information not provided by applicant in mail, Internet, or telephone application",435.0,6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,1,Male,0,2012,3390.02,3,"Information not provided by applicant in mail, Internet, or telephone application",6,,,,,"Information not provided by applicant in mail, Internet, or telephone application",,,,,2,Female,13.0,Contra Costa County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),26-0508430,3392,6,CA,California,93500.0,200,725.0,866.0,32.720001220703125,5574.0,,103.41999816894531
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,64.0,5,,,,,White,,,,,1,Male,0,2012,1403.06,1,Hispanic or Latino,5,,,,,White,,,,,2,Female,113.0,Fayette County,4.0,,,Collateral,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7927200007,321,13,GA,Georgia,69300.0,312,2376.0,1951.0,23.76000022888184,7234.0,,148.05999755859375
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,83.0,5,,,,,White,,,,,1,Male,0,2012,19.17,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,453.0,Travis County,1.0,,,Debt-to-income ratio,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,12420.0,"Austin, Round Rock, San Marcos - TX",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7197000003,84673,48,TX,Texas,75900.0,417,1716.0,1630.0,17.239999771118164,4709.0,,219.3699951171875
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,107.0,5,,,,,White,,,,,1,Male,0,2012,240.02,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,103.0,Pinellas County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,45300.0,"Tampa, St. Petersburg, Clearwater - FL",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),54-0259290,28639,12,FL,Florida,56400.0,244,2179.0,2372.0,11.239999771118164,5115.0,,125.0500030517578
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,26.0,3,,,,,Black or African American,,,,,2,Female,0,2012,123.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,121.0,Fulton County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7811300008,4240,13,GA,Georgia,69300.0,112,1143.0,354.0,67.26000213623047,2413.0,,67.02999877929689
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,221.0,5,,,,,White,,,,,1,Male,0,2012,4051.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4714,6,CA,California,93500.0,626,1606.0,1463.0,31.95000076293945,4197.0,,228.67999267578125
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,68.0,3,,,,,Black or African American,,,,,2,Female,2,2012,37.06,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,309.0,McLennan County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,47380.0,Waco - TX,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000451965,2843230,48,TX,Texas,54700.0,208,2951.0,2364.0,29.57999992370605,9038.0,,144.63999938964844
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,90.0,3,,,,,Black or African American,,,,,1,Male,0,2012,1273.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,510.0,St. Louis city,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,41180.0,"St. Louis - MO, IL",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000476810,234571,29,MO,Missouri,70400.0,215,1445.0,690.0,72.87999725341797,3769.0,,73.30000305175781
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,65.0,5,,,,,White,,,,,2,Female,2,2012,2017.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,27.0,Cleveland County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,2,FHA-insured,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2196055,40,OK,Oklahoma,61500.0,141,426.0,366.0,17.700000762939453,1701.0,,173.3699951171875
2,Application approved but not accepted,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,,5,,,,,White,,,,,1,Male,0,2012,4056.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0508430,4676,6,CA,California,93500.0,534,846.0,327.0,79.18000030517578,3137.0,,58.22000122070313
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,171.0,5,,,,,White,,,,,1,Male,2,2012,237.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,53.0,Hennepin County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,3,VA-guaranteed,33460.0,"Minneapolis, St. Paul, Bloomington - MN, WI",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2374171,27,MN,Minnesota,83900.0,395,1709.0,1722.0,7.110000133514403,4924.0,,151.22000122070312
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,62.0,5,,,,,White,,,,,1,Male,0,2012,9511.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,103.0,Rio Blanco County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),71-0544232,1966,8,CO,Colorado,61000.0,190,1827.0,1144.0,13.43000030517578,3858.0,,115.93000030517578
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,87.0,5,,,,,White,,,,,1,Male,0,2012,1105.03,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,297.0,Walton County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,12060.0,"Atlanta, Sandy Springs, Marietta - GA",1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7811300008,4226,13,GA,Georgia,69300.0,266,1099.0,975.0,12.760000228881836,3355.0,,101.3499984741211
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,157.0,5,,,,,White,,,,,1,Male,0,2012,4007.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,36084.0,"Oakland, Fremont, Hayward - CA",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4711,6,CA,California,93500.0,377,1768.0,607.0,70.54000091552734,4206.0,,56.22999954223633
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,52.0,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,313.0,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,27.0,Caldwell County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,25860.0,"Hickory, Lenoir, Morganton - NC",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0003284070,73282,37,NC,North Carolina,53300.0,120,3231.0,2430.0,5.550000190734863,8094.0,,128.85000610351562
3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,46.0,5,,,,,White,,,,,1,Male,0,2012,403.0,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,179.0,Wells County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,23060.0,Fort Wayne - IN,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,0000013303,9666,18,IN,Indiana,63800.0,180,1456.0,1303.0,2.75,3775.0,,125.77999877929688
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,,,,,Not applicable,,,,,4,Not applicable,2,2012,8752.02,4,Not applicable,7,,,,,Not applicable,,,,,4,Not applicable,37.0,St. Mary's County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000504713,15173,24,MD,Maryland,72600.0,171,2098.0,1852.0,13.600000381469727,5896.0,,126.4800033569336
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,704.0,5,,,,,White,,,,,2,Female,0,2012,4512.01,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,1.0,Alameda County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,36084.0,"Oakland, Fremont, Hayward - CA",2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",26-0508430,4695,6,CA,California,93500.0,240,2277.0,1812.0,35.56999969482422,6595.0,,117.08999633789062
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,1,Hispanic or Latino,93.0,5,,,,,White,,,,,1,Male,0,2012,49.25,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,3.0,Clark County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,29820.0,"Las Vegas, Paradise - NV",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000852218,957985,32,NV,Nevada,64300.0,268,1815.0,1325.0,71.37000274658203,6274.0,,98.72000122070312
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,32.0,5,,,,,White,,,,,1,Male,0,2012,,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,85.0,Montrose County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,7079100007,12,8,CO,Colorado,,183,,,,,,
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,70.0,5,,,,,White,,,,,1,Male,0,2012,13.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,19.0,Calcasieu Parish,3.0,,,Credit history,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,29340.0,Lake Charles - LA,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,26-0021318,53747,22,LA,Louisiana,62400.0,122,2683.0,2098.0,17.600000381469727,6396.0,,132.61000061035156
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,58.0,5,,,,,White,,,,,1,Male,0,2012,607.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,91.0,Lenawee County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000060509,88,26,MI,Michigan,52100.0,151,2620.0,2263.0,8.489999771118164,7083.0,,129.83000183105472
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,174.0,3,,,,,Black or African American,,,,,2,Female,0,2012,4714.0,2,Not Hispanic or Latino,4,,,,,Native Hawaiian or Other Pacific Islander,,,,,1,Male,3.0,Hartford County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,25540.0,"Hartford, West Hartford, East Hartford - CT",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",27-2389039,729,9,CT,Connecticut,87700.0,163,2340.0,2234.0,38.11000061035156,5515.0,,165.32000732421875
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,7.0,5,,,,,White,,,,,1,Male,0,2012,29.61,5,No co-applicant,8,,,,,No co-applicant,,,,,5,No co-applicant,3.0,Clark County,,,,,,,6.0,Quality edit failure only,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,29820.0,"Las Vegas, Paradise - NV",1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),0000852218,111662,32,NV,Nevada,64300.0,385,660.0,363.0,35.31999969482422,2013.0,,87.36000061035156
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,,,,,White,,,,,2,Female,2,2012,2021.07,2,Not Hispanic or Latino,5,,,,,White,,,,,1,Male,27.0,Cleveland County,,,,,,,,,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,3,VA-guaranteed,36420.0,Oklahoma City - OK,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),0000451965,2195812,40,OK,Oklahoma,61500.0,243,636.0,542.0,25.8799991607666,2264.0,,135.52999877929688
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,55.0,5,,,,,White,,,,,1,Male,0,2012,607.0,2,Not Hispanic or Latino,5,,,,,White,,,,,2,Female,91.0,Lenawee County,,,,,,,,,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,,,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),0000060509,85,26,MI,Michigan,52100.0,137,2620.0,2263.0,8.489999771118164,7083.0,,129.83000183105472
